date,company,state,zip,product,sub_product,issue,sub_issue,consumer_complaint,company_response,tags,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,ID
5/29/15,Experian Information Solutions Inc.,NM,88001,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,,Web,Closed with non-monetary relief,Yes,No,1397040
4/16/12,OCWEN LOAN SERVICING LLC,OH,45801,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed without relief,Yes,No,38158
1/21/14,CASTLE AND COOKE MORTGAGE LLC,CO,80109,Mortgage,Other mortgage,Other,,,,,Referral,Closed,No,No,678576
2/15/13,JPMORGAN CHASE & CO.,MD,20716,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,,Postal mail,Closed with explanation,Yes,No,318208
5/29/13,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,12754,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,418764
10/7/15,OCWEN LOAN SERVICING LLC,CA,923XX,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,Yes,1597956
1/3/13,"CITIBANK, N.A.",WA,98239,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,,Web,Closed with explanation,Yes,No,216296
2/25/14,"Navient Solutions, LLC.",CA,92054,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,,,Web,Closed with explanation,Yes,Yes,730661
4/3/12,JPMORGAN CHASE & CO.,CA,92620,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,,Web,Closed without relief,Yes,No,43729
7/13/16,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92336,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Referral,Closed with explanation,Yes,No,2011115
12/5/12,"United Shore Financial Services, LLC",TX,77221,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Servicemember,Phone,Closed with monetary relief,Yes,No,203974
9/29/15,WELLS FARGO & COMPANY,SC,29687,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,,Phone,Closed with explanation,Yes,No,1585239
8/26/15,CAPITAL ONE FINANCIAL CORPORATION,FL,328XX,Credit card,,Closing/Cancelling account,,"i went to use my credit card and it was denied. when i called the bank they said a piece of mail was returned so they blocked the account, i asked for a copy of the returned envelope i was told they shredded it. how can you block an account and not retain any proof. i would like to see if the PO returned or someone in my household returned it dont i have that right. is the banking industry immune to keeping evidence?",,,Web,Closed with explanation,Yes,No,1538444
10/29/14,"Commonwealth Financial Systems, Inc.",WY,82901,Credit reporting,,Incorrect information on credit report,Information is not mine,,,,Web,Closed with explanation,Yes,No,1091537
11/8/12,JPMORGAN CHASE & CO.,NY,11581,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed,Yes,No,186103
5/28/15,WELLS FARGO & COMPANY,IL,60957,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,Company chooses not to provide a public response,,Referral,Closed with explanation,Yes,No,1396736
2/26/15,TRANSWORLD SYSTEMS INC,FL,32837,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Older American,Web,Closed with explanation,Yes,No,1258009
7/31/15,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94556,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,,Postal mail,Closed with explanation,Yes,No,1496351
3/5/13,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33498,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,341589
8/17/15,JPMORGAN CHASE & CO.,AR,72949,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Older American,Phone,Closed with explanation,Yes,No,1521630
7/6/16,"Choice Recovery, Inc.",OH,45107,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes the complaint is the result of a misunderstanding,,Phone,Closed with explanation,Yes,No,2001021
6/4/15,Experian Information Solutions Inc.,TX,752XX,Credit reporting,,Incorrect information on credit report,Information is not mine,"I have incorrect information on XXXX, Experian and XXXX reported by XXXX ( XXXX ) for the amount of {$720.00}. Submitted for collection on XX/XX/XXXX to ; XXXX XXXX # XXXX. XXXX XXXX XXXX XXXX, PA XXXX ( XXXX ) XXXX. 
I have requested proof through XXXX, Experian and XXXX, but have never received it. I have also called XXXX XXXX and requested proof that I am in fact liable for this debt, but have received no proof as of XXXX.",Company chooses not to provide a public response,,Web,Closed,Yes,No,1405764
9/9/16,"BANK OF AMERICA, NATIONAL ASSOCIATION",IN,463XX,Credit card,,Delinquent account,,"The company failed to provide me with a right to dispute, which would have given me the opportunity to settle debt before the creditor reported to credit bureaus. I am requesting this is information to be deleted from all credit bureaus on the strength that company failed to provide me with the requested information.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,2104217
8/27/14,"CITIBANK, N.A.",VA,20169,Credit card,,Delinquent account,,,,,Web,Closed with explanation,Yes,Yes,1002921
12/27/12,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32065,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Postal mail,Closed with explanation,Yes,No,217992
4/30/16,WELLS FARGO & COMPANY,OH,442XX,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"In 2008 I was approved for a {$20000.00} private student loan, even though I was XXXX and had no credit. After taking over 7+ years to obtain my undergraduate degree, this loan accrued over {$20000.00} in interest, on top of the principle. The loan has since been "" sold '' to Wells Fargo and they want me to pay {$400.00} a month on this loan. That 's almost 20 % of my monthly income and does even include XXXX other student loans I am paying on. I ca n't consolidate my student loans, because my credit is awful. At this point the only thing they can do is extend the term of the loan, which will only result in more interest. I feel completely taken advantage of and I need help setting up a payment that is reasonable for me. My federal Loans are currently on an income based repayment plan and I only have to pay {$36.00} a month. Please help me",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,Yes,1904265
1/16/14,CAPITAL ONE FINANCIAL CORPORATION,NY,11385,Credit card,,Closing/Cancelling account,,,,,Web,Closed with non-monetary relief,Yes,No,672161
7/25/14,"CITIZENS FINANCIAL GROUP, INC.",WA,98204,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Web,Closed with explanation,Yes,No,955172
3/16/15,Experian Information Solutions Inc.,MD,21201,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1284534
4/5/16,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,22204,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1862527
10/30/14,"SUNTRUST BANKS, INC.",KY,40258,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Referral,Closed with monetary relief,Yes,No,1094477
3/6/14,"WAKEFIELD & ASSOCIATES, INC.",MO,65656,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,,Web,Closed with explanation,Yes,Yes,747522
12/30/15,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MI,480XX,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,I tried to get my free credit report online. I was unable to do so. I fear someone is using my credit.,Company chooses not to provide a public response,Servicemember,Web,Closed with explanation,Yes,No,1721318
12/3/15,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,22553,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,Company chooses not to provide a public response,"Older American, Servicemember",Phone,Closed with explanation,Yes,No,1682537
9/15/16,"STERLING JEWELERS, INC.",CO,805XX,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,"This company will contact me and let it go by the way side for several months then they will contact me then let it go by the way side. The debt is invalid because it happened way beyond the statutes of limitations, but they continue to call and harass me. The woman on the other line was vile, unprofessional, and inappropriate over the phone. She called me a thief, told me to pay my bill, and that there is no way I was able to speak to an upper management at the company. She obviously get 's her XXXX at upsetting peoples day. I was at work and have a family to provide for. This is complete XXXX, and hope they get their license pulled. I will pray that the people at this company find a better way to make a living, no one deserves this treatment. Period.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,,Web,Closed with explanation,Yes,No,2114108
8/28/13,Ditech Financial LLC,IL,60202,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,No,506267
2/3/17,PORTFOLIO RECOVERY ASSOCIATES INC,PA,19126,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,,Web,Closed with explanation,Yes,No,2323830
6/2/14,"EQUIFAX, INC.",CA,94703,Credit reporting,,Incorrect information on credit report,Information is not mine,,,,Web,Closed with explanation,Yes,No,876338
8/21/15,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,115XX,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,"Please file below with Transunion. 
Please note that below inquiries are duplicates as they refer to the same matter and the reporting is therefore incorrect. XXXX of each the following inquiry must be removed pronto from my credit reports:1. XXXX. Inquired on XX/XX/XXXX and XX/XX/XXXX. 
2. XXXX. Inquired on XX/XX/XXXX and XX/XX/XXXX. 
3. XXXX XXXX. Inquired on XX/XX/XXXX and XX/XX/XXXX. 
Thanks for taking urgent action and to give priority to this matter as I need to clean my credit report from incorrect information which unduly penalize my status. 
XXXX",Company chooses not to provide a public response,,Web,Closed with explanation,Yes,Yes,1529666
12/19/16,TRANSWORLD SYSTEMS INC,DE,198XX,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,"The billing office for XXXX XXXX XXXX hired TransWorld Systems to collect on a medical debt from many years ago, which should have been discharged under my Ch. XXXX bankruptcy in XXXX of 2015. Although I believe I 've provided this information verbally to this company before ( I do n't have any dates written down ), the phone calls continued - usually multiple per day. I finally called again last week and after speaking with someone in the billing office who knew nothing about bankruptcy law whatsoever, I was referred to the billing office manager, "" XXXX '', by the doctor 's office ( who, assured me that this should stop immediately ). XXXX refused to stop billing me if I did not provide a copy of my discharge paperwork ( even though this information is public record and they ARE a billing office ), so I faxed him a copy last week. After receiving, he left me a message stating that he would have the collection efforts stopped immediately. I have continued to receive calls from TransWorld Systems, attempting to collect on this debt, even after his voicemail to me. I received another call today, which is partly inspiring this complaint. I let TransWorld know that they should cease and desist collection efforts immediately per Ch. XXXX discharge, which was provided to the billing office. I called the billing office this morning again to speak with XXXX, and I 'm told that he 's out all week and no one else is in charge ; that they 're "" all in charge ''. This is coming from the same woman I spoke to last week who has no idea about bankruptcy law. She then hung up on me when I continued to press her for who was in charge this week. This issue is causing me significant emotional distress - it was enough to go through the events that led to the bankruptcy in the first place and the bankruptcy itself. I have worked very hard to bring my credit back to good standing and this needs to stop asap.",,,Web,Closed with explanation,Yes,No,2256473
3/11/15,OCWEN LOAN SERVICING LLC,AZ,85381,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,1277718
8/26/14,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CO,80016,Credit reporting,,Incorrect information on credit report,Account status,,,,Postal mail,Closed with explanation,Yes,No,1002497
9/25/14,"Residential Credit Solutions, Inc.",HI,96793,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,,,,Web,Closed with explanation,Yes,No,1044208
9/4/15,PHH Mortgage Services Corporation,KS,662XX,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,1551922
8/11/15,OCWEN LOAN SERVICING LLC,IL,61853,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Phone,Closed with explanation,Yes,Yes,1513454
11/19/12,PNC Bank N.A.,FL,34982,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,194226
3/28/13,HSBC NORTH AMERICA HOLDINGS INC.,IL,62221,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed,Yes,Yes,367646
9/14/12,NEW YORK COMMUNITY BANK,OH,43232,Bank account or service,Checking account,Problems caused by my funds being low,,,,,Referral,Closed with explanation,Yes,Yes,153462
4/26/13,CAPITAL ONE FINANCIAL CORPORATION,CA,93933,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,No,393181
3/29/17,Resurgent Capital Services L.P.,NY,14522,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Older American,Phone,Closed with explanation,Yes,No,2409317
1/20/16,"CITIBANK, N.A.",PA,19128,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Older American,Referral,Closed with explanation,Yes,Yes,1749259
11/26/13,WELLS FARGO & COMPANY,NC,27596,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,612508
11/16/13,Ditech Financial LLC,AZ,86324,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,No,601421
1/4/15,TekCollect Inc.,TX,77054,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,,Web,Closed with explanation,Yes,No,1179865
10/5/16,"Caliber Home Loans, Inc.",AL,36804,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Older American,Referral,Closed with explanation,Yes,No,2147824
11/24/16,"SUNTRUST BANKS, INC.",MD,21227,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,2222698
8/22/13,WELLS FARGO & COMPANY,FL,34947,Bank account or service,Savings account,"Account opening, closing, or management",,,,,Phone,Closed with explanation,Yes,No,500067
4/12/17,AmeriCollect,WI,53206,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,Yes,2431498
8/24/16,JPMORGAN CHASE & CO.,CA,94116,Money transfers,Domestic (US) money transfer,Money was not available when promised,,,,,Web,Closed with explanation,Yes,No,2080202
10/27/12,"EQUIFAX, INC.",GA,30224,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,,Web,Closed with explanation,Yes,Yes,179148
10/29/16,PAYPAL HOLDINGS INC.,FL,322XX,Money transfers,Domestic (US) money transfer,Other transaction issues,,"A person who has purchased several of the exact same items from me on eBay opened a case about an item not arriving. The item was shipped with tracking and everything required to be covered by eBay 's seller policy. I contacted eBay, they ruled in my favor and closed the case XX/XX/XXXX. The buyer turned around and then said the item did arrive but was not as described, opening another case with eBay. I once again called eBay and they closed the case in my favor again XX/XX/XXXX. Both times the amount of the transaction was immediately taken from my paypal account. Despite being covered by both eBay and PayPal seller policies. Both eBay and PayPal had immediate access to the shipping label with tracking I printed through eBay, paid for via PayPal. For some reason the XXXX transaction did not get credited back to my account. I figured it was a simple error, and I sent PayPal an email saying the cases have been closed, there is no reason why the funds should not be credited back to my account XX/XX/XXXX. Instead of resolving the matter, I got a boilerplate frequently asked questions response to my email on XX/XX/XXXX. The entire day passed and I was sent other money. I logged into my paypal and noticed the funds still had not been credited back to my account. I proceeded to call PayPal. The first representative was not helpful, refused to call eBay, and transferred me to PayPal dispute. Despite the fact no dispute had ever been opened directly with PayPal. The another operator, XXXX # XXXX proceeded to explain to me various stuff and waste my time. A few times I was told the funds are still on hold because the case was closed. I requested they call eBay upwards of 3 times. They denied my request, and proceeded to waste my time. When I requested a supervisor I was put on hold, and then hung up on. I then noticed a credit to my account. This is ridiculous, and a financial transaction company should not make such mistakes, nor treat customers this way. eBay and PayPal are different companies now. The only time money should be taken from my PayPal account regarding an eBay transaction is when eBay has ruled against me. The present policy is that as soon as a case is opened, despite the seller being covered by seller protection by eBay and PayPal. PayPal immediate takes the funds from the sellers account. No matter if they are at fault or not. In both these situations as all thus far eBay has ruled in my favor. PayPal has never had justification to take money from me. I do not get interest on the funds while they are taken from me. I do not believe PayPal is immediately crediting the buyer and then taking the money from them if the case is not ruled in their favor. Thus Paypal is doing this to get money that is neither in the sellers or buyers account. This should not be legal. Furthermore when I have done nothing wrong and covered under both policies, I should not be subject to funds taken from my account. Just to be credited back. It might have made sense when they were XXXX company but they are XXXX. I seem to have no protection against my PayPal account. Anytime someone opens a dispute the money is taken, just to be given right back. It makes no sense what so ever.",,,Web,Closed with explanation,Yes,No,2185066
7/26/14,"SELECT PORTFOLIO SERVICING, INC.",CA,92604,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,955431
8/22/16,CAPITAL ONE FINANCIAL CORPORATION,NY,11793,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,,Web,Closed with explanation,Yes,No,2074986
3/11/16,ALLY FINANCIAL INC.,IL,60091,Bank account or service,Checking account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Referral,Closed with non-monetary relief,Yes,Yes,1827649
9/24/15,"EQUIFAX, INC.",IN,462XX,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,I disputed a judgement that has been vacated. They refuse to remove this and say it was verified. I have written documentation that it has been vacated and should be removed from my report.,,,Web,Closed with explanation,Yes,No,1579741
5/15/15,"Pinnacle Credit Services, LLC",CA,941XX,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"This company has continued to report the referenced collection account on my credit report, while failing to provide me with proper validation that I request from them in mailed correspondence dated XXXX. This is a flagrant violation of the FDCPA.",,,Web,Closed with explanation,Yes,Yes,1379137
9/21/14,"Real Time Resolutions, Inc.",WA,98087,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,,,,Web,Closed with explanation,Yes,No,1038126
2/16/15,"FLAGSTAR BANK, FSB",AL,36874,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,1241879
12/18/16,Experian Information Solutions Inc.,SC,297XX,Credit reporting,,Incorrect information on credit report,Public record,"On XX/XX/2015, I filed a complaint with the CFPB regarding the following re-submission ( please see copy of cfpb complaint ). 
XXXX card member services was attempting to collect a credit card debt from me for the XXXX XXXX XXXX, XXXX credit card that also had my name, XXXX XXXX listed on it. I attempted to resolve this with XXXX XX/XX/2015 to no avail, by the following methods : 1 ) Telephone requests to provide proof that I, XXXX XXXX, was personally liable for this XXXX account. 
2 ) Written request for copy of personal liability for business account-by certified letter dated XX/XX/2015 ( see copy being mailed ). 
XXXX responded with a letter dated, XX/XX/2015 claiming that I was the responsible party for the account according "" to their records '' ( see copy being mailed ). 
.On XX/XX/2015 XXXX sent me a letter stating : "" Action Needed : Make a payment right away to prevent your account from charge off '' ( see copy being mailed ). 
I filed an online complaint with the cfpb regarding XXXX on XX/XX/2015 ( see copy being mailed ). 
On or about XX/XX/2015, a collection company called me personally about collecting the XXXX XXXX XXXX XXXX XXXX credit card debt, at which time I told then that I had just filed a dispute with the XXXX Consumer Financial Protection Bureau. The collection agent said that they would then send this back to XXXX. 
XXXX then discharged the debt, and sent me a XXXX in the amount of {$8400.00} on XX/XX/2015. 
While the above information was being sought by me, and before the demand letter from XXXX was issued to me on XX/XX/2015, ( see enclosed ) XXXX must have issued derogatory information regarding me personally to the credit bureaus because on XX/XX/2015, XXXX reduced my credit line on my actual personal credit card account, which negatively impacted my FICO score. 
My personal XXXX credit card issuer then followed suit and reduced my credit line impacting my FICO score even further. 
This discharge of the debt has caused my personal FICO score to drop even further and it is my belief that it has caused me to be denied for auto loans, and for an SBA loan for Disaster Relief due to Hurricane XXXX. 
I would like the following relief : 1 ) Remove the charge off from my credit report. 
2 ) Compensate me for the {$8400.00} that was issued on the XXXX XXXX ) Raise my credit limit on my personal XXXX card to it 's former status. 
4 ) Provide me with a loan in the amount and interest rate ( 1.9 % ) that the SBA denied me, due to XXXX 's wanton and malicious maligning of my credit",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,2254523
11/11/13,SANTANDER CONSUMER USA HOLDINGS INC.,CA,91303,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,,,,Web,Closed with explanation,Yes,No,590770
6/20/16,"EQUIFAX, INC.",TX,78751,Credit reporting,,Incorrect information on credit report,Information is not mine,,,,Web,Closed with explanation,Yes,No,1975725
12/16/14,Experian Information Solutions Inc.,TX,76028,Credit reporting,,Incorrect information on credit report,Account status,,,,Postal mail,Closed with explanation,Yes,No,1159468
10/22/12,"SUNTRUST BANKS, INC.",FL,33319,Bank account or service,Checking account,Using a debit or ATM card,,,,,Referral,Closed with monetary relief,Yes,No,176098
5/14/15,Experian Information Solutions Inc.,NY,11010,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1376224
1/27/14,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,22102,Credit reporting,,Incorrect information on credit report,Public record,,,,Web,Closed with non-monetary relief,Yes,No,687314
8/18/15,"Credit Systems International, Inc.",TX,750XX,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,"I have notified credit systems international, a debt collector of XXXX XXXX XXXX, as well as XXXX XXXX XXXX directly, regarding an account they opened for an individual ( s ) that fraudulently obtained and used my personal information that I do not know and have never known. I have filed a police report and sent the fraud packet they requested to them via mail and never heard back. I have disputed the debt repeatedly on my credit report and they continue to report negatively on my credit and call and harass me for the debt that I never authorized, and they did not validate properly. I am at my witts end with this company. I had perfect credit before this identity fraud and am now unable to purchase a home with my husband for a fair rate that I deserve because they refuse to do the right thing and remove the reporting from my credit. On top of that, I have been denied credit with many financial institutions due to the impact of this collection, which I should not be held responsible for. I believe the company should be made whole for this debt, but they should purse the individuals at the addresses they offered services to in another city, and not me. I will never do business with them in the future due to the way they have treated me throughout this process, an innocent XXXX party of this debt.",,,Web,Closed with explanation,Yes,No,1523514
10/2/14,UNITED SERVICES AUTOMOBILE ASSOCIATION,KY,42701,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,1055660
12/15/13,"Navient Solutions, LLC.",CA,94117,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,,,,Web,Closed with explanation,Yes,No,634092
9/30/15,TRANSWORLD SYSTEMS INC,FL,32819,Consumer Loan,Installment loan,Taking out the loan or lease,,,,,Web,Closed with explanation,Yes,No,1586082
10/26/15,UNITED SERVICES AUTOMOBILE ASSOCIATION,NY,10312,Bank account or service,Checking account,"Account opening, closing, or management",,,Company believes it acted appropriately as authorized by contract or law,,Referral,Closed with explanation,Yes,No,1623936
8/28/12,NATIONSTAR MORTGAGE,CA,92014,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,143339
5/19/14,"Dynamic Recovery Solutions, LLC",PA,19145,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Older American,Phone,Closed with explanation,Yes,No,858976
7/1/16,"CITIBANK, N.A.",VA,221XX,Bank account or service,Checking account,"Account opening, closing, or management",,"I established a custodianship account for my son at Citibank ( account # XXXX ) in connection with his travel to XXXX. Given the lack of resources at the branch in XXXX, it took XXXX visits to the bank and a 2.5 hour wait to establish the account. After receipt of a permanent ATM card, as requested, we contacted the bank to alert the bank of his travel to XXXX. The call took over an hour and my son, XXXX, was required to speak with them to address the matter. He is now in XXXX and unable to use his ATM card as the fraud department blocked use of the card. I have contacted Citibank. The Fraud department has not been able to assist. I must visit the branch again. There seem to be substantial system-based problems with Citibank 's operations...",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with monetary relief,Yes,No,1995778
4/4/17,REGIONS FINANCIAL CORPORATION,TX,78737,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Referral,Closed with monetary relief,Yes,No,2419444
1/4/17,FORD MOTOR CREDIT CO.,MI,48075,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Servicemember,Web,Closed with explanation,Yes,No,2272746
2/5/12,JPMORGAN CHASE & CO.,AZ,85015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,,Web,Closed with relief,Yes,No,20497
6/29/14,"EXPERT GLOBAL SOLUTIONS, INC.",TX,77378,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,,Web,Closed with explanation,Yes,No,916115
12/7/16,AMERICAN EXPRESS COMPANY,TN,380XX,Credit card,,Billing disputes,,I called to cancel my subscription after receiving a monthly bill on my XXXX AMEX statement for {$21.00} charged XXXX/XXXX/16. I placed a block on my account so XXXX XXXX could not charge me anymore. I called again and asked them to cancel my subscription. XXXX XXXX charged me {$130.00} again the next month XXXX/XXXX/16.,,,Web,Closed with monetary relief,Yes,No,2240120
10/6/15,"SELECT PORTFOLIO SERVICING, INC.",NY,11901,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,Yes,1594236
6/10/13,NATIONSTAR MORTGAGE,VA,23233,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,427531
11/18/14,"Stellar Recovery, Inc.",TX,77085,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,,Web,Closed with explanation,Yes,Yes,1122063
6/4/15,BOEING EMPLOYEES CREDIT UNION,WA,98178,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,,Phone,Closed with explanation,Yes,No,1406996
3/10/16,"Duke Capital, LLC",NM,87571,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,,,,Web,Closed with explanation,Yes,Yes,1827058
6/24/16,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,6776,Credit card,,Other fee,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Referral,Closed with monetary relief,Yes,No,1984262
8/14/12,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,48382,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Fax,Closed with explanation,Yes,No,135302
2/19/13,JPMORGAN CHASE & CO.,TX,77492,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,322195
9/23/15,Experian Information Solutions Inc.,TX,773XX,Credit reporting,,Incorrect information on credit report,Information is not mine,I disputed a judgement which is not mine with this company # XXXX and they have not responded. I need confirmation they removed this inaccurate listing. Can you please help me find out?,Company chooses not to provide a public response,,Web,Closed with non-monetary relief,Yes,No,1576152
8/20/16,PAYPAL HOLDINGS INC.,NY,14701,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,,,Web,Closed with explanation,Yes,No,2073776
8/19/16,"Seterus, Inc.",NJ,7040,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,,Phone,Closed with explanation,Yes,Yes,2073414
12/5/13,JPMORGAN CHASE & CO.,NY,10039,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,,Referral,Closed with explanation,Yes,No,622896
